scheme_name,amfi_code,trading_day,nav_p05,nav_p25,nav_median,nav_p75,nav_p95,starting_nav
Axis Small Cap Fund - Regular - Growth,119095,677,27.413486892571136,40.3774835168682,53.268501632185895,70.2674415014041,104.5474981609991,56.1319
Axis Small Cap Fund - Regular - Growth,119095,678,27.39088603387445,40.335563616719085,53.39235256579846,70.35851373654397,104.80744266383188,56.1319
Axis Small Cap Fund - Regular - Growth,119095,679,27.37322357623881,40.38683000453409,53.330708689774525,70.33086313306701,104.79442054691684,56.1319
Axis Small Cap Fund - Regular - Growth,119095,680,27.369012317844945,40.34467362390877,53.29613813446187,70.31722338752817,105.33464738270887,56.1319
Axis Small Cap Fund - Regular - Growth,119095,681,27.26521515666208,40.36963219557645,53.33756744791172,70.2420739224641,105.11802117261132,56.1319
Axis Small Cap Fund - Regular - Growth,119095,682,27.251912520128407,40.32240912344612,53.383203436622765,70.07304002921308,105.1052921214587,56.1319
Axis Small Cap Fund - Regular - Growth,119095,683,27.22335592309267,40.35452038437683,53.26532226183886,70.21010993877783,105.33788289873358,56.1319
Axis Small Cap Fund - Regular - Growth,119095,684,27.261921358653954,40.35153867382399,53.20522452500594,70.26896007413205,105.40677501628737,56.1319
Axis Small Cap Fund - Regular - Growth,119095,685,27.246051543382773,40.258430251645244,53.23881285080978,70.41086080082488,105.73124522315486,56.1319
Axis Small Cap Fund - Regular - Growth,119095,686,27.10995016240479,40.30179670146926,53.25555294281111,70.47715560636385,105.44691958864287,56.1319
Axis Small Cap Fund - Regular - Growth,119095,687,27.20901259420763,40.26485927482853,53.24321843522651,70.44452657301879,105.02370922196535,56.1319
Axis Small Cap Fund - Regular - Growth,119095,688,27.20562000741845,40.222247118341315,53.239322755094854,70.5848016067363,105.43674540413903,56.1319
Axis Small Cap Fund - Regular - Growth,119095,689,27.119323070061863,40.1980753479222,53.19689476770137,70.68827665285797,105.78967375369098,56.1319
Axis Small Cap Fund - Regular - Growth,119095,690,27.132013249514237,40.218058337247825,53.20701097403033,70.55899067295434,105.9377645738045,56.1319
Axis Small Cap Fund - Regular - Growth,119095,691,27.055087834542675,40.22093310737868,53.18433422393927,70.67229125174097,106.01980849934918,56.1319
Axis Small Cap Fund - Regular - Growth,119095,692,26.99501253428913,40.10653895533005,53.06561844239614,70.59957504080903,105.71858046260583,56.1319
Axis Small Cap Fund - Regular - Growth,119095,693,26.981262279621458,40.04916811049985,53.112758939825255,70.59653750336878,106.2088250096775,56.1319
Axis Small Cap Fund - Regular - Growth,119095,694,27.039529247769153,40.03817751054408,53.10123628550007,70.60887944299547,106.12664794820417,56.1319
Axis Small Cap Fund - Regular - Growth,119095,695,27.021016699866735,40.05416584203776,53.092179855934646,70.59811235817072,105.92550853223224,56.1319
Axis Small Cap Fund - Regular - Growth,119095,696,26.963159081837052,40.12593450944716,53.08795881322626,70.69395829529599,105.99908163092518,56.1319
Axis Small Cap Fund - Regular - Growth,119095,697,26.99864283540215,40.15457182033926,53.0653187405838,70.86108783033785,105.90256956886527,56.1319
Axis Small Cap Fund - Regular - Growth,119095,698,27.112958731148264,40.08379950659761,53.11085267354786,70.7244682555476,106.08683160407675,56.1319
Axis Small Cap Fund - Regular - Growth,119095,699,27.076749210541696,40.03672641100761,53.065835180186674,70.92122836059914,106.11186042475066,56.1319
Axis Small Cap Fund - Regular - Growth,119095,700,27.064624756092652,40.04235383384771,53.121325395154884,70.72797989870071,106.42211646844903,56.1319
Axis Small Cap Fund - Regular - Growth,119095,701,26.94221177920523,40.0210523054649,53.04226713173351,70.77073070241808,106.60388548902205,56.1319
Axis Small Cap Fund - Regular - Growth,119095,702,27.044128650207362,40.05805753133947,53.07682461100219,70.87033892824606,106.7100039366234,56.1319
Axis Small Cap Fund - Regular - Growth,119095,703,27.04216703328651,40.035624643141034,53.04249320119571,70.91457138425163,106.55981252360678,56.1319
Axis Small Cap Fund - Regular - Growth,119095,704,26.955597182581847,40.052761183392676,53.02360803153309,70.7700879032082,106.55835547017595,56.1319
Axis Small Cap Fund - Regular - Growth,119095,705,26.913983611026126,40.20052910768089,52.93772025246031,70.76110998787992,106.71677674994716,56.1319
Axis Small Cap Fund - Regular - Growth,119095,706,26.939664840966323,40.13398902647609,53.024806932040086,70.81367466660623,107.01051071191594,56.1319
Axis Small Cap Fund - Regular - Growth,119095,707,26.865736600800687,40.10519257129293,53.06430820959193,70.90004178313457,106.70805065454306,56.1319
Axis Small Cap Fund - Regular - Growth,119095,708,26.9513355200802,40.09092769089238,53.09440886172112,70.65100583656164,106.33602170920143,56.1319
Axis Small Cap Fund - Regular - Growth,119095,709,26.850644785853692,40.0466796931826,52.976456771412046,70.77090371049749,106.53792646456479,56.1319
Axis Small Cap Fund - Regular - Growth,119095,710,26.797800141022066,40.088391888822905,52.97287679565016,70.63749110629057,106.47663187038539,56.1319
Axis Small Cap Fund - Regular - Growth,119095,711,26.766326534727,40.04720617619543,53.06811273905136,70.62364429015807,106.1856190106687,56.1319
Axis Small Cap Fund - Regular - Growth,119095,712,26.725388668733718,40.01923664471545,53.069735074834284,70.7087865061398,106.34269365919528,56.1319
Axis Small Cap Fund - Regular - Growth,119095,713,26.68026159611303,39.9499222439905,53.00996113775409,70.81470323492513,106.81701823527179,56.1319
Axis Small Cap Fund - Regular - Growth,119095,714,26.66937059048972,39.939832814208046,52.969084408064646,70.66012685252302,106.44545204490242,56.1319
Axis Small Cap Fund - Regular - Growth,119095,715,26.744967884841937,39.8448584605753,53.01738213260694,70.76820668251673,106.9554880694623,56.1319
Axis Small Cap Fund - Regular - Growth,119095,716,26.623607842295336,39.94244783380725,52.984450857676606,70.68249772076858,106.78549915952357,56.1319
Axis Small Cap Fund - Regular - Growth,119095,717,26.60671783944572,39.94987953035589,53.02192403199875,70.76809004524134,106.91377359152519,56.1319
Axis Small Cap Fund - Regular - Growth,119095,718,26.658229324545704,39.917063445579004,53.080602198022156,70.81703573640948,106.72715616917519,56.1319
Axis Small Cap Fund - Regular - Growth,119095,719,26.598450190456063,39.93701606562734,53.02542243838731,70.83814888808767,106.43126857580819,56.1319
Axis Small Cap Fund - Regular - Growth,119095,720,26.42761705480854,39.98816680944141,53.06564164416314,70.81142167769568,106.55558474647441,56.1319
Axis Small Cap Fund - Regular - Growth,119095,721,26.43028596160163,40.06626550304948,53.057878554585805,70.5590660238598,106.56549735551228,56.1319
Axis Small Cap Fund - Regular - Growth,119095,722,26.469337521741764,39.967953715565656,53.052475227799576,70.54730870539316,106.68773479906412,56.1319
Axis Small Cap Fund - Regular - Growth,119095,723,26.50601621992536,39.982671764693,52.99899556898577,70.60691318056328,106.2494674000563,56.1319
Axis Small Cap Fund - Regular - Growth,119095,724,26.4989849845337,39.991120075673315,53.05267087394482,70.66706167271005,106.3777834865505,56.1319
Axis Small Cap Fund - Regular - Growth,119095,725,26.459981159149553,39.87626939239964,52.9925307329116,70.57587471094934,106.73417902287157,56.1319
Axis Small Cap Fund - Regular - Growth,119095,726,26.362674670735917,39.76253500345392,52.959784733347135,70.5953029581153,106.55459901022985,56.1319
Axis Small Cap Fund - Regular - Growth,119095,727,26.391445489352765,39.770792557337764,52.97140015552982,70.72509595792692,106.77429235748501,56.1319
Axis Small Cap Fund - Regular - Growth,119095,728,26.48621919590151,39.81509447923522,52.994882250850054,70.63371553765985,107.17411873467417,56.1319
Axis Small Cap Fund - Regular - Growth,119095,729,26.505379119275915,39.83451576178775,52.93582540596069,70.8684256454216,107.17422332090413,56.1319
Axis Small Cap Fund - Regular - Growth,119095,730,26.435951669762797,39.76872763427502,52.95285135551384,70.7633915764683,107.09486955099221,56.1319
Axis Small Cap Fund - Regular - Growth,119095,731,26.418646507389518,39.74013280356786,53.058125542921836,70.80789588111278,107.14563700061558,56.1319
Axis Small Cap Fund - Regular - Growth,119095,732,26.475902741866786,39.71715464496571,53.02465800070418,70.75020852497596,107.25418947845101,56.1319
Axis Small Cap Fund - Regular - Growth,119095,733,26.451130976304192,39.6708980575251,53.01719529692727,70.95219654667207,107.60049166860992,56.1319
Axis Small Cap Fund - Regular - Growth,119095,734,26.479736416434683,39.67231391080701,52.99783333070513,70.84986972953752,107.41403424113403,56.1319
Axis Small Cap Fund - Regular - Growth,119095,735,26.317874087753122,39.7288482260644,53.072668953558235,70.84524551175565,107.30720921587715,56.1319
Axis Small Cap Fund - Regular - Growth,119095,736,26.404916530993557,39.72972195355432,52.97871147139376,70.85007206006925,107.60428314973366,56.1319
Axis Small Cap Fund - Regular - Growth,119095,737,26.43764161454167,39.668999353965305,53.026835781993356,70.86343956384022,107.45838198912003,56.1319
Axis Small Cap Fund - Regular - Growth,119095,738,26.410059378227125,39.74675549933475,52.94949747482752,70.79417155185949,107.2380488187825,56.1319
Axis Small Cap Fund - Regular - Growth,119095,739,26.353613353107573,39.66382603022704,52.929398858749906,70.85847446571002,107.6432156409696,56.1319
Axis Small Cap Fund - Regular - Growth,119095,740,26.36665923157318,39.6826932789082,53.01022911619975,70.93291177781684,107.6426314459025,56.1319
Axis Small Cap Fund - Regular - Growth,119095,741,26.36878207309845,39.556023031216746,52.92450408084534,71.04211394456902,107.63612643635793,56.1319
Axis Small Cap Fund - Regular - Growth,119095,742,26.365415986799675,39.65175116897504,52.9349509515161,70.93028585846123,107.2734645826941,56.1319
Axis Small Cap Fund - Regular - Growth,119095,743,26.34624253108031,39.65128545412111,53.02729936122351,70.99837588506408,107.39753728377265,56.1319
Axis Small Cap Fund - Regular - Growth,119095,744,26.270014623353987,39.59575985358146,52.96367373592914,70.96213235982187,107.64289592607909,56.1319
Axis Small Cap Fund - Regular - Growth,119095,745,26.382322425430097,39.61025401976568,53.02439544817536,71.09984483689605,107.59413324951731,56.1319
Axis Small Cap Fund - Regular - Growth,119095,746,26.377607398832055,39.62863670857132,53.083716703836444,71.07216537754769,107.75182659659302,56.1319
Axis Small Cap Fund - Regular - Growth,119095,747,26.3731087674687,39.58860639628699,52.971898100933636,71.08301850416326,107.97343206682561,56.1319
Axis Small Cap Fund - Regular - Growth,119095,748,26.346441063136382,39.501303289855805,52.957191222326685,71.03194660384818,107.87471474412878,56.1319
Axis Small Cap Fund - Regular - Growth,119095,749,26.27293545953172,39.55335614167794,52.949743700245946,70.96509058524683,108.05064585307211,56.1319
Axis Small Cap Fund - Regular - Growth,119095,750,26.19440544235361,39.513761651646156,52.959952174748324,70.97663490710983,108.10698987225858,56.1319
Axis Small Cap Fund - Regular - Growth,119095,751,26.241155084410924,39.51774518008202,52.95128609947976,70.9873468069184,108.27975892323951,56.1319
Axis Small Cap Fund - Regular - Growth,119095,752,26.18711069410422,39.554744376599125,52.97465098100209,70.9097739744129,108.48039240636224,56.1319
Axis Small Cap Fund - Regular - Growth,119095,753,26.23107463629181,39.53231606313645,52.89765027493927,71.00485093231694,108.46228008303183,56.1319
Axis Small Cap Fund - Regular - Growth,119095,754,26.159431650180686,39.49454991007908,52.86721396303997,70.99182496504994,108.51203689360484,56.1319
Axis Small Cap Fund - Regular - Growth,119095,755,26.133721964669814,39.476490465428824,52.86376805120815,71.07205462820711,108.64036266113534,56.1319
Axis Small Cap Fund - Regular - Growth,119095,756,26.152893437814523,39.47208491044728,52.84213192548219,71.04679902914684,108.52646679883918,56.1319
Axis Small Cap Fund - Regular - Growth,119095,757,26.08702700092915,39.4898450866331,52.92025864454274,71.29237231841779,108.45229428173516,56.1319
Axis Small Cap Fund - Regular - Growth,119095,758,26.114436910460274,39.50015081865611,52.896548119289875,71.4217616622536,108.08802978597453,56.1319
Axis Small Cap Fund - Regular - Growth,119095,759,26.08457547749985,39.44798529078134,52.86982961049408,71.28791309943693,108.00657558112258,56.1319
Axis Small Cap Fund - Regular - Growth,119095,760,26.065115123085718,39.4139347629464,52.92509076599819,71.29104642711194,108.42887699539351,56.1319
Axis Small Cap Fund - Regular - Growth,119095,761,26.095664718635962,39.45803280742008,52.84219518988673,71.23250689818371,108.8418677172645,56.1319
Axis Small Cap Fund - Regular - Growth,119095,762,26.109592976204482,39.43704835815522,52.92610218990121,71.37765061730506,108.84990680423195,56.1319
Axis Small Cap Fund - Regular - Growth,119095,763,26.045106028327975,39.414552028186264,52.83979851633502,71.28592209987907,109.29317592587917,56.1319
Axis Small Cap Fund - Regular - Growth,119095,764,26.0478463909285,39.490740841871784,52.949761823230524,71.3082605942505,109.08561945013177,56.1319
Axis Small Cap Fund - Regular - Growth,119095,765,26.01809167488345,39.471169232877656,52.9157794818214,71.32252620948884,109.11066264267816,56.1319
Axis Small Cap Fund - Regular - Growth,119095,766,26.055664007775544,39.41509449098396,52.878913102115995,71.28150591806329,108.94753610937722,56.1319
Axis Small Cap Fund - Regular - Growth,119095,767,26.091678904505155,39.4482181835188,52.903819049807595,71.21590175298955,109.17204288050347,56.1319
Axis Small Cap Fund - Regular - Growth,119095,768,26.104701482797147,39.5398612008615,52.82501444175975,71.25727544881372,109.30576895342658,56.1319
Axis Small Cap Fund - Regular - Growth,119095,769,26.05013419868222,39.50160436893807,52.866176445300084,71.33517904412508,108.77700636107424,56.1319
Axis Small Cap Fund - Regular - Growth,119095,770,26.166713797510035,39.47007976556327,52.83710549092298,71.3310544432519,109.03076758442849,56.1319
Axis Small Cap Fund - Regular - Growth,119095,771,26.118138095504662,39.48476533027347,52.97900759822929,71.44087803947562,108.8387621774612,56.1319
Axis Small Cap Fund - Regular - Growth,119095,772,26.0782669858882,39.494363288268005,52.97315329512779,71.4947049665216,108.89555630881533,56.1319
Axis Small Cap Fund - Regular - Growth,119095,773,26.161961447630606,39.47722585166903,52.98864942866864,71.54243568104789,108.66651233389842,56.1319
Axis Small Cap Fund - Regular - Growth,119095,774,26.002505657707843,39.41356427722623,52.958760993009804,71.40133798297956,109.18290559842421,56.1319
Axis Small Cap Fund - Regular - Growth,119095,775,25.91270013307575,39.465895443828934,52.97794157415884,71.41040592502316,109.34964977686073,56.1319
Axis Small Cap Fund - Regular - Growth,119095,776,25.93267547047094,39.41277303083095,52.927845958863216,71.42812231524991,109.58838101586029,56.1319
Axis Small Cap Fund - Regular - Growth,119095,777,25.89075537147351,39.41677739365027,52.994829811560855,71.41371575808387,109.59394718454291,56.1319
Axis Small Cap Fund - Regular - Growth,119095,778,25.90554915894907,39.44557101113203,52.92528765351917,71.47911457941825,109.2843767018871,56.1319
Axis Small Cap Fund - Regular - Growth,119095,779,25.92288906258531,39.494099501958154,52.950632387115775,71.55427596601828,109.51967620814958,56.1319
Axis Small Cap Fund - Regular - Growth,119095,780,25.909164484086407,39.46058519102471,52.9246984192066,71.4929092696118,109.87866496453678,56.1319
Axis Small Cap Fund - Regular - Growth,119095,781,25.961570359490103,39.46783880133684,52.956559940169925,71.57455423998081,109.27568366447393,56.1319
Axis Small Cap Fund - Regular - Growth,119095,782,25.937465624464526,39.424777509061286,52.92273302278297,71.49743869163387,109.44231312898707,56.1319
Axis Small Cap Fund - Regular - Growth,119095,783,25.964444317311102,39.39643241499947,52.97072750325853,71.51690764085762,109.30342307687967,56.1319
Axis Small Cap Fund - Regular - Growth,119095,784,25.7962927873243,39.43499713625161,53.012769524255084,71.43577668432353,109.23925971803097,56.1319
Axis Small Cap Fund - Regular - Growth,119095,785,25.774060953046003,39.383309727855234,52.97009859289032,71.35947217405372,109.55470669260829,56.1319
Axis Small Cap Fund - Regular - Growth,119095,786,25.73503917510525,39.41897689905628,52.9166110809293,71.37102293791098,109.62902481770867,56.1319
Axis Small Cap Fund - Regular - Growth,119095,787,25.805754307924914,39.499921046552664,52.987442277559666,71.39541027162402,109.95779346664153,56.1319
Axis Small Cap Fund - Regular - Growth,119095,788,25.72659068687172,39.50892095762478,52.96406316941362,71.44112072710669,110.14683433528216,56.1319
Axis Small Cap Fund - Regular - Growth,119095,789,25.66741605034483,39.38744522925944,52.88563001349162,71.34589932604946,110.22067499513574,56.1319
Axis Small Cap Fund - Regular - Growth,119095,790,25.700527977712852,39.39855737088319,52.94022343584799,71.42452021008476,110.27390865230615,56.1319
Axis Small Cap Fund - Regular - Growth,119095,791,25.631411893028556,39.42664509401678,52.893663045824965,71.36272077102443,109.78812333673153,56.1319
Axis Small Cap Fund - Regular - Growth,119095,792,25.623179074826655,39.36321196654525,52.81531893266131,71.41382470772133,110.08328636777337,56.1319
Axis Small Cap Fund - Regular - Growth,119095,793,25.65802095711921,39.34011227397674,52.74706455755998,71.41028659659723,110.14838821586586,56.1319
Axis Small Cap Fund - Regular - Growth,119095,794,25.668366368329483,39.376955972528194,52.80288248674368,71.42039959110005,110.29839543562261,56.1319
Axis Small Cap Fund - Regular - Growth,119095,795,25.646426681611445,39.38537963077057,52.78770957998567,71.44710404714934,110.28109408059535,56.1319
Axis Small Cap Fund - Regular - Growth,119095,796,25.731868571062364,39.348903038263614,52.845191429803066,71.57685205911248,110.07977834141279,56.1319
Axis Small Cap Fund - Regular - Growth,119095,797,25.685565277067017,39.350254273001966,52.84457690863114,71.63522771796835,110.06125922343001,56.1319
Axis Small Cap Fund - Regular - Growth,119095,798,25.74514246424605,39.33090465122097,52.895305379931536,71.76077194054966,110.08997025921177,56.1319
Axis Small Cap Fund - Regular - Growth,119095,799,25.631745702398252,39.42019509926658,52.81300377321032,71.65110300712713,110.08544873961624,56.1319
Axis Small Cap Fund - Regular - Growth,119095,800,25.635145201376908,39.30372733943391,52.80501832506609,71.75819692096262,110.08902828410659,56.1319
Axis Small Cap Fund - Regular - Growth,119095,801,25.704822334866236,39.24992182484549,52.779071510923515,71.65698451301873,110.04645735479775,56.1319
Axis Small Cap Fund - Regular - Growth,119095,802,25.614493454616902,39.22459893373389,52.75437937748394,71.76018068284542,110.51666010862331,56.1319
Axis Small Cap Fund - Regular - Growth,119095,803,25.654044491032533,39.24485797456491,52.72827225168584,71.64853272038614,110.0415571745389,56.1319
Axis Small Cap Fund - Regular - Growth,119095,804,25.594275208455343,39.25124215281471,52.783087283612005,71.47047979372302,110.03980002920576,56.1319
Axis Small Cap Fund - Regular - Growth,119095,805,25.58335070173883,39.28715462520791,52.82046267723514,71.34505449094743,110.08376414723087,56.1319
Axis Small Cap Fund - Regular - Growth,119095,806,25.49171710388962,39.27400174186412,52.6663441386994,71.26042433587577,110.03327622813747,56.1319
Axis Small Cap Fund - Regular - Growth,119095,807,25.475158630515875,39.27466999465555,52.62817435540019,71.30448686505295,110.4006546550452,56.1319
Axis Small Cap Fund - Regular - Growth,119095,808,25.47246865434007,39.2464651217316,52.749236362282375,71.35875224623801,110.24991250418944,56.1319
Axis Small Cap Fund - Regular - Growth,119095,809,25.44889422312755,39.21302383160532,52.813278496332174,71.47078734493802,110.30975108920879,56.1319
Axis Small Cap Fund - Regular - Growth,119095,810,25.454002119210966,39.277441416177965,52.760752981132924,71.59569968660904,110.32525921950011,56.1319
Axis Small Cap Fund - Regular - Growth,119095,811,25.45100024452734,39.310791242567404,52.752540732112806,71.73087992053607,110.51150744656687,56.1319
Axis Small Cap Fund - Regular - Growth,119095,812,25.432108235745837,39.19189815088168,52.83920679380261,71.80224283879686,110.89336651755474,56.1319
Axis Small Cap Fund - Regular - Growth,119095,813,25.39181459792958,39.242145554538396,52.799463222953555,71.83673312880238,110.86290643069252,56.1319
Axis Small Cap Fund - Regular - Growth,119095,814,25.358842653405322,39.14343860742695,52.796196717659996,71.85111920320085,110.85549381543073,56.1319
Axis Small Cap Fund - Regular - Growth,119095,815,25.388418070300595,39.17813894367981,52.76304087902197,71.88277072315879,110.67747552212406,56.1319
Axis Small Cap Fund - Regular - Growth,119095,816,25.346465539281187,39.21028157570754,52.88071786247817,71.68627681307753,110.38970590643096,56.1319
Axis Small Cap Fund - Regular - Growth,119095,817,25.405509995365485,39.12645520839984,52.8129983588685,71.73395260235789,110.35827306146864,56.1319
Axis Small Cap Fund - Regular - Growth,119095,818,25.44866349265654,39.17250870406367,52.82692611633266,71.76879913130323,110.56569301590737,56.1319
Axis Small Cap Fund - Regular - Growth,119095,819,25.37417046005535,39.15013484224408,52.77782399542562,71.819366394608,110.60487044624863,56.1319
Axis Small Cap Fund - Regular - Growth,119095,820,25.34171114307465,39.09115077652678,52.88429746251113,71.75747182594635,110.83307919975194,56.1319
Axis Small Cap Fund - Regular - Growth,119095,821,25.342301908987828,39.043152303470286,52.84864447920113,71.69324945873521,111.06452668124535,56.1319
Axis Small Cap Fund - Regular - Growth,119095,822,25.307363924930517,39.07362029907702,52.741782081368825,71.73028937345617,111.20899169836542,56.1319
Axis Small Cap Fund - Regular - Growth,119095,823,25.368979736495064,39.017100217755655,52.74738696152714,71.81549690002485,111.26386065701968,56.1319
Axis Small Cap Fund - Regular - Growth,119095,824,25.398792444535268,39.0239553851302,52.75960432070825,71.78453518938598,111.17233159577955,56.1319
Axis Small Cap Fund - Regular - Growth,119095,825,25.361659856818147,39.04679370653063,52.75157722533474,71.889240103439,111.18233019281541,56.1319
Axis Small Cap Fund - Regular - Growth,119095,826,25.280059227085342,39.06349979832699,52.83220222369117,71.84409426110601,111.44362528326666,56.1319
Axis Small Cap Fund - Regular - Growth,119095,827,25.314416896794768,38.99450182699661,52.77295352392303,71.87749298575724,112.03241064143451,56.1319
Axis Small Cap Fund - Regular - Growth,119095,828,25.410100157390673,39.02915321422334,52.70023126761021,71.93513863882339,111.86919688223652,56.1319
Axis Small Cap Fund - Regular - Growth,119095,829,25.366997844382468,39.05791115510179,52.78229107326955,71.93520057404277,111.39240046387583,56.1319
Axis Small Cap Fund - Regular - Growth,119095,830,25.36010659237724,38.95901628429542,52.83276839632488,71.91112422106153,111.6128069547065,56.1319
Axis Small Cap Fund - Regular - Growth,119095,831,25.284085265770727,38.93734078858991,52.790968211861184,71.89153618851122,111.33401082704269,56.1319
Axis Small Cap Fund - Regular - Growth,119095,832,25.287870048592975,38.87058519994608,52.77173060425851,71.86664596762574,111.83591122349542,56.1319
Axis Small Cap Fund - Regular - Growth,119095,833,25.35859995134471,38.85986424937195,52.76238447563254,71.92437494357954,111.73799730026677,56.1319
Axis Small Cap Fund - Regular - Growth,119095,834,25.37432147686449,38.81238322253968,52.83447831309098,71.83571313309115,111.34750598695898,56.1319
Axis Small Cap Fund - Regular - Growth,119095,835,25.317833796260874,38.80882153292964,52.68694109397741,71.9326942908893,111.30328735359153,56.1319
Axis Small Cap Fund - Regular - Growth,119095,836,25.31297723280493,38.79629853273303,52.73664711074524,71.88567418969684,111.37137614780379,56.1319
Axis Small Cap Fund - Regular - Growth,119095,837,25.33562957087314,38.87438655569904,52.80126246244921,71.8436346163002,111.1107795629858,56.1319
Axis Small Cap Fund - Regular - Growth,119095,838,25.305174008907176,38.829284198054154,52.7112752885876,71.94249421272723,111.25987645069263,56.1319
Axis Small Cap Fund - Regular - Growth,119095,839,25.230944196363236,38.82040578843173,52.75906483967379,71.91968770121254,111.32869827988172,56.1319
Axis Small Cap Fund - Regular - Growth,119095,840,25.261762623567733,38.74042921519022,52.7945370276986,71.8091133437621,111.8690698371511,56.1319
Axis Small Cap Fund - Regular - Growth,119095,841,25.31800373452087,38.815714851809666,52.75260833292022,72.04529684758424,111.53039660359316,56.1319
Axis Small Cap Fund - Regular - Growth,119095,842,25.19823296642592,38.861909414994194,52.71257858569358,71.98579254155422,111.86339295794875,56.1319
Axis Small Cap Fund - Regular - Growth,119095,843,25.254746893343665,38.79151686427304,52.65655819889366,71.90662079579377,111.5592695376755,56.1319
Axis Small Cap Fund - Regular - Growth,119095,844,25.254528381333692,38.87802176219111,52.61039319769949,71.87206549385579,112.01905688817172,56.1319
Axis Small Cap Fund - Regular - Growth,119095,845,25.15555266047759,38.77463708019738,52.60358622373693,71.87434221720054,112.29172713568119,56.1319
Axis Small Cap Fund - Regular - Growth,119095,846,25.09871596953902,38.8109710819528,52.593552213830414,71.90745285441169,112.42509906684045,56.1319
Axis Small Cap Fund - Regular - Growth,119095,847,25.115014533856474,38.73042377838921,52.67806371267095,71.9988953946126,111.94247969622253,56.1319
Axis Small Cap Fund - Regular - Growth,119095,848,25.02274184262838,38.75870927040479,52.67444210356459,72.03329596847688,112.187709230772,56.1319
Axis Small Cap Fund - Regular - Growth,119095,849,25.022173976828697,38.77509605714682,52.77205922550826,71.85965093267964,111.98185790628564,56.1319
Axis Small Cap Fund - Regular - Growth,119095,850,25.027268916493856,38.77475961599718,52.791355843279405,72.06373097804821,112.34835064705302,56.1319
Axis Small Cap Fund - Regular - Growth,119095,851,25.058381090808027,38.65698961223673,52.811342193217854,71.85373406544805,111.7629835952783,56.1319
Axis Small Cap Fund - Regular - Growth,119095,852,24.952162033386383,38.760252709114795,52.84168470530048,71.87391794477799,111.96152818364872,56.1319
Axis Small Cap Fund - Regular - Growth,119095,853,24.889365791253375,38.72234525869744,52.763765564837755,71.84567881853333,111.87766866592953,56.1319
Axis Small Cap Fund - Regular - Growth,119095,854,24.967360952529532,38.7445807288403,52.77303731807953,71.92647900235745,112.08076485785378,56.1319
Axis Small Cap Fund - Regular - Growth,119095,855,24.888901108475487,38.70280973304821,52.69960928016181,71.77929648419406,112.30307111806364,56.1319
Axis Small Cap Fund - Regular - Growth,119095,856,24.99611127170312,38.655206509076535,52.682024325739775,71.73338669926807,112.41820307398469,56.1319
Axis Small Cap Fund - Regular - Growth,119095,857,24.973354803212068,38.60408652984676,52.694755405975464,71.88811746162594,112.43935359729812,56.1319
Axis Small Cap Fund - Regular - Growth,119095,858,24.954223632958136,38.70897498704137,52.68742927751233,72.00195307255586,112.55086724398534,56.1319
Axis Small Cap Fund - Regular - Growth,119095,859,24.988077571641913,38.66843249935386,52.62856407754591,72.01225871667458,112.98464577241485,56.1319
Axis Small Cap Fund - Regular - Growth,119095,860,25.034748134402328,38.611257201388725,52.64749203982778,72.0996209577034,112.3724535399482,56.1319
Axis Small Cap Fund - Regular - Growth,119095,861,25.10814329014897,38.54890390622303,52.64116461573401,72.16675955976515,112.58373507170371,56.1319
Axis Small Cap Fund - Regular - Growth,119095,862,25.000229145046656,38.57384986530537,52.64489480698815,72.09412575743491,112.63781523966485,56.1319
Axis Small Cap Fund - Regular - Growth,119095,863,24.97425934616632,38.55241489533428,52.6480395824444,72.0786013128192,113.13593715775812,56.1319
Axis Small Cap Fund - Regular - Growth,119095,864,24.95747424281918,38.6506290256024,52.73300458820393,72.05685740916755,112.9493171160681,56.1319
Axis Small Cap Fund - Regular - Growth,119095,865,24.978269138406873,38.605894200665624,52.670553591891256,72.15649527979465,113.17251078661955,56.1319
Axis Small Cap Fund - Regular - Growth,119095,866,24.861875333870756,38.69873246932142,52.66494841213898,72.14030247108099,112.7522394085696,56.1319
Axis Small Cap Fund - Regular - Growth,119095,867,24.89602162897224,38.60753060093393,52.76702667242526,72.16934793400316,113.45881871218647,56.1319
Axis Small Cap Fund - Regular - Growth,119095,868,24.843980768983563,38.561862774497975,52.65863175746679,72.12568324686514,112.97106678975928,56.1319
Axis Small Cap Fund - Regular - Growth,119095,869,24.77932762013022,38.53358782391795,52.77509581348959,72.11495860172309,113.38870346161389,56.1319
Axis Small Cap Fund - Regular - Growth,119095,870,24.882095106814536,38.55024644151585,52.737086623182805,72.17163737355517,113.51496306230021,56.1319
Axis Small Cap Fund - Regular - Growth,119095,871,24.812687359838264,38.55811128881265,52.73111362226864,72.27993089101238,113.41698797946292,56.1319
Axis Small Cap Fund - Regular - Growth,119095,872,24.760038206016468,38.57939352170055,52.792402500301655,72.0853584789998,113.39812170032451,56.1319
Axis Small Cap Fund - Regular - Growth,119095,873,24.77090649705692,38.601454361005,52.73148452749045,72.0572914547087,113.70535337723216,56.1319
Axis Small Cap Fund - Regular - Growth,119095,874,24.709870183326846,38.55262874490735,52.76748603031707,72.1426958470853,113.59910385381208,56.1319
Axis Small Cap Fund - Regular - Growth,119095,875,24.691908004426722,38.648232649873385,52.65868292082105,72.0215774951569,113.42419188479413,56.1319
